StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,prolific_id,Q145,match timer_First Click,match timer_Last Click,match timer_Page Submit,match timer_Click Count,Q29_First Click,Q29_Last Click,Q29_Page Submit,Q29_Click Count,Q28,get timer_First Click,get timer_Last Click,get timer_Page Submit,get timer_Click Count,Q186,under_ingroup1,under_ingroup2,under_ingroup3,over_outgroup1,over_outgroup2,over_outgroup3,group_check,over_ingroup1,over_ingroup2,over_ingroup3,under_outgroup1,under_outgroup2,under_outgroup3,Q60_First Click,Q60_Last Click,Q60_Page Submit,Q60_Click Count,Q83,Q87,Q90_1_x,Q90_1_y,Q90,Q91,attn_check,Q147_First Click,Q147_Last Click,Q147_Page Submit,Q147_Click Count,Q55_First Click,Q55_Last Click,Q55_Page Submit,Q55_Click Count,Q57_First Click,Q57_Last Click,Q57_Page Submit,Q57_Click Count,Q20,Q100_First Click,Q100_Last Click,Q100_Page Submit,Q100_Click Count,Q84,Q141,Q142,Q143_1,Q144,Q34_First Click,Q34_Last Click,Q34_Page Submit,Q34_Click Count,fairness(new),Q31,guesstimate(new)_1,feedback (new),Q75_First Click,Q75_Last Click,Q75_Page Submit,Q75_Click Count,Q76_First Click,Q76_Last Click,Q76_Page Submit,Q76_Click Count,Q77_First Click,Q77_Last Click,Q77_Page Submit,Q77_Click Count,Q78_First Click,Q78_Last Click,Q78_Page Submit,Q78_Click Count,Q94,Q95,Q129,Q96,Q128,desktop,desktop_4_TEXT,Q131,age,gender,gender_5_TEXT,ethnicity,pol_or,Q102,Q103,researcherID,studyID,Create New Field or Choose From Dropdown...,groupID,participantID,groupSize,numStages,roles,participantRole,timeOutLog,maxWaitTime,id,botMatch,matchAlert,participantStatus,sendData,sendStage,getStage,getData,saveData,getWaitText,freezeTime,chatLog,chatDuration,chatName,chatWindowWidth,chatWindowHeight,chatInstructions
2023-12-06 16:03:24,2023-12-06 16:16:37,0,75.110.131.197,100,793,1,2023-12-06 16:16:38,R_3PufxGbWQD30q3b,,,,,35.0987,-77.1045,anonymous,EN,1,6007a7996fbeef04ce080f90,1,0,0,10.347,0,2.322,2.322,3.007,1,70,0,0,0.568,0,,,,,,,,1,16,16,13,16,16,10,9.351,24.705,26.44,9,2,1,898,51,Region #2,15,3,0,0,13.289,0,4.711,18.399,19.583,16,23.169,24.638,25.009,3,1,2.826,13.472,16.43,8,1,2,4,8,No,,,,,,,,,,,,,,,,,,,,,,,,,Do we feel that we accept random?,1,,1,,2,,,58,2,,7,4,1,1,6392NwKkvp,MoHi_Study1,,100,R_3PufxGbWQD30q3b,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player1-Overestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br>Player3-Overestimator: Hey!
<br>Player2-Underestimator: Hello
<br>Player4-Underestimator: yo
<br>Player1-Overestimator: Hello 
<br> *** Player2-Underestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br> *** Player1-Overestimator has left the chat ***
<br>",,chatLog,,,
2023-12-06 16:00:27,2023-12-06 16:16:40,0,108.196.91.31,100,972,1,2023-12-06 16:16:41,R_2aF7EIS7EdISZVu,,,,,35.1512,-89.972,anonymous,EN,1,5cbcfce214b3cb0015f03471,1,0,0,8.227,0,0,0,3.114,0,40,0,0,304.785,0,,,,,,,,1,16,16,9,16,16,9,0,0,23.631,0,1,4,786,362,Region #2,16,3,0,0,10.174,0,0,0,13.503,0,0,0,25.111,0,,,,,,,,,,,,,,,2,1,10,None.,0,0,15.007,0,,,,,,,,,,,,,Fainess.,2,Seemed unresponsive.,2,I figured they were bots.,1,,Nothing to add.,36,1,,7,6,1,1,6392NwKkvp,MoHi_Study1,,74,R_2aF7EIS7EdISZVu,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player1-Overestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player3-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br>Player2-Underestimator: What were your guesses?
<br>Player1-Overestimator: It was typical. I guessed 40.
<br> *** Player3-Overestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player2-Underestimator has left the chat ***
<br>",,chatLog,,,
2023-12-06 16:03:05,2023-12-06 16:16:41,0,104.186.71.76,100,815,1,2023-12-06 16:16:42,R_1eVG5kTJFUKVj5I,,,,,29.943,-95.2596,anonymous,EN,1,65668ab9680f02bcfb4d7112,1,0,0,12.865,0,0,0,3.01,0,80,0,0,1.551,0,,,,,,,,1,16,17,9,14,14,9,0,0,22.083,0,5,1,868,233,Region #2,14,3,0,0,13.621,0,0,0,29.722,0,0,0,25.009,0,2,13.769,14.694,16.864,2,,1,7,8,no,,,,,,,,,,,,,,,,,,,,,,,,,To see how fairly individuals are willing to treat others they do not know.,1,,2,I did not see a screen recording.,1,,no,36,2,,3,6,1,1,6392NwKkvp,MoHi_Study1,,98,R_1eVG5kTJFUKVj5I,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player1-Overestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Overestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br>Player3-Overestimator: How many dots were there?
<br>Player2-Underestimator: I thought i was pretty close- I wonder what the real number was.
<br>Player4-Underestimator: i did 460, but I was under. 
<br>Player1-Overestimator: I simply counted the larger dots and estimated how many more could be smaller.
<br>Player2-Underestimator: It says we may have seen different images. 
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br>",,chatLog,,,
2023-12-06 16:00:42,2023-12-06 16:16:42,0,47.213.63.199,100,960,1,2023-12-06 16:16:43,R_1DMRfqtm3Jfgoe8,,,,,35.2878,-93.1296,anonymous,EN,1,615bb35e52d50aa9a2ae6747,1,0,0,7.147,0,0,0,3.016,0,63,0,0,0.736,0,2,16,16,9,16,16,9,,,,,,,,0,0,24.081,0,5,3,404,223,Region #1,16,3,0,0,12.541,0,0,0,16.532,0,0,0,25.021,0,,,,,,,,,,,,,,,2,4,10,,0,0,15.013,0,,,,,,,,,,,,,unsure,1,,1,,1,,,37,2,,7,3,1,1,6392NwKkvp,MoHi_Study1,,77,R_1DMRfqtm3Jfgoe8,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player4-Underestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br>Player4-Underestimator: Hey
<br>Player2-Underestimator: Hey
<br>Player3-Overestimator: Hello
<br>Player1-Overestimator: Hi
<br>Player1-Overestimator: I just guessed
<br>Player2-Underestimator: I found it hard to estimate in such a short time.
<br>Player4-Underestimator: So Ig I'm an underestimator
<br>Player2-Underestimator: Ditto.
<br> *** Player2-Underestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br>Player3-Overestimator: I tried to count but it was too quick.
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br>",,chatLog,,,
2023-12-06 16:02:51,2023-12-06 16:16:45,0,23.243.49.202,100,834,1,2023-12-06 16:16:46,R_3JdXzrA0ogDiCDo,,,,,33.9073,-118.0087,anonymous,EN,1,5db6f5c8c5ffeb000ac7cfb2,1,0,0,8.335,0,0,0,3.11,0,75,0,0,61.347,0,,,,,,,,1,13,13,9,13,13,9,11.132,26.025,26.559,9,1,4,769,283,Region #2,14,3,6.265,6.265,7.567,1,1.515,14.137,15.4,4,0,0,25.112,0,,,,,,,,,,,0,0,15.108,0,1,5,7,I think that a truly experimenter-blind task assignment would be randomized/ computer assigned rather than having a participant having the option to decide.,,,,,,,,,,,,,,,,,To see if people would choose the longer or shorter task for themselves or choose the randomizer.,1,,1,,1,,I was going through the ethical dilemma in my own mind regarding what I would do if I was chosen to decide the tasks.,39,2,,2,5,1,1,6392NwKkvp,MoHi_Study1,,94,R_3JdXzrA0ogDiCDo,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player1-Overestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br>Player3-Overestimator: It was hard for me to guess, lol...
<br>Player2-Underestimator: I found it hard to estimate how many dots there were because of the different sizes
<br>Player1-Overestimator: It was hard, I tried to group the dots into groups of 10.
<br>Player3-Overestimator: Yep.  The sizes made it harder.
<br> *** Player2-Underestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br> *** Player1-Overestimator has left the chat ***
<br>",,chatLog,,,
2023-12-06 16:04:26,2023-12-06 16:16:52,0,96.67.3.202,100,745,1,2023-12-06 16:16:52,R_2XmnOONJi7FlnVP,,,,,42.0508,-72.5672,anonymous,EN,1,5d94153f1c9c8e0019daf1bc,1,0,0,7.143,0,0,0,3.01,0,38,0,0,61.77,0,2,13,13,9,13,13,9,,,,,,,,0,0,23.44,0,4,4,794,360,Region #2,17,3,0,0,8.229,0,0,0,21.772,0,0,0,26.795,0,,,,,,,,,,,,,,,2,2,9,No,,,,,,,,,0,0,15.112,0,,,,,I think the purpose was to see how often someone chooses the easier task or for it to be picked at random.,2,Only one person spoke and all they said was two words.,1,,1,,No,29,2,,3,4,1,1,6392NwKkvp,MoHi_Study1,,102,R_2XmnOONJi7FlnVP,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player2-Underestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player3-Overestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br>Player2-Underestimator: I felt it was a little tough. The dots were different sizes and there wasn't a lot of time. I'm also horrible at guessing things like that.
<br>Player1-Overestimator: On the task i tried to cluster the dots in ten and come up with a number
<br>Player3-Overestimator: I think I failed to take into account the size of the big dots
<br> *** Player3-Overestimator has left the chat ***
<br>Player4-Underestimator: Yes, quite hard
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player2-Underestimator has left the chat ***
<br>",,chatLog,,,
2023-12-06 16:00:59,2023-12-06 16:16:53,0,35.151.153.141,100,953,1,2023-12-06 16:16:54,R_sYAyNEzlEsHP917,,,,,34.0014,-84.0144,anonymous,EN,1,6562565a6752019f98cf5c76,1,0,0,11.943,0,0,0,3.116,0,35,0,0,0.462,0,,,,,,,,1,17,17,10,15,15,10,0,0,46.599,0,1,4,136,217,Region #1,17,3,0,0,14.095,0,0,0,37.97,0,0,0,25.119,0,,,,,,,,,,,0,0,15.011,0,3,4,9,,,,,,,,,,,,,,,,,,Maybe to see how well you work together as a team and if you would be fair,1,,1,,1,,No,50,2,,3,4,1,1,6392NwKkvp,MoHi_Study1,,88,R_sYAyNEzlEsHP917,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player3-Overestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br>Player4-Underestimator: hi
<br>Player1-Overestimator: hello
<br>Player2-Underestimator: It is definitely hard to estimate when given a short time to do so.
<br>Player3-Overestimator: Yes it was hard for me to estimate it flashed so qyickly
<br>Player1-Overestimator: it was
<br>Player2-Underestimator: hey all
<br>Player4-Underestimator: I agree. I just took a shot in the dark
<br>Player3-Overestimator: Hey
<br>Player1-Overestimator: i was like idk over 10 across twice as long 10 x 20 is 200 :P
<br>Player2-Underestimator: I just looked in one corner to see if i could estimate how many and then multiplied
<br> *** Player4-Underestimator has left the chat ***
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player2-Underestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br>",,chatLog,,,
2023-12-06 16:00:43,2023-12-06 16:16:53,0,24.255.50.33,100,970,1,2023-12-06 16:16:54,R_1NDORCcfb54Yv61,,,,,31.8547,-111.0087,anonymous,EN,1,65034d480a9dec0b9ceee931,1,0,0,9.47,0,0,0,3.112,0,78,0,0,2.792,0,,,,,,,,1,16,16,11,16,16,11,0,0,21.449,0,1,5,403,232,Region #1,16,3,0,0,11.202,0,13.782,13.782,14.3,1,0,0,25.111,0,,,,,,,,,,,,,,,1,2,10,,0,0,15.008,0,,,,,,,,,,,,,"To gauge our reaction to the tasks already done such as red taking longer, green being shorter.",2,"They gave pat answers. ",2,"It's probably an AI experiment. ",1,,,56,2,,7,1,1,1,6392NwKkvp,MoHi_Study1,,105,R_1NDORCcfb54Yv61,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player1-Overestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br>Player3-Overestimator: hello everyone
<br>Player4-Underestimator: hi
<br>Player1-Overestimator: Hi, I overestimated the number of dots.
<br>Player2-Underestimator: Hello fellow estimators
<br>Player1-Overestimator: What was everyone's guess?
<br>Player4-Underestimator: I underestimated the dots.
<br>Player2-Underestimator: What were everyones guesses?
<br>Player4-Underestimator: I said 60
<br>Player3-Overestimator: I guessed 45
<br>Player2-Underestimator: 73
<br>Player1-Overestimator: 78
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player2-Underestimator has left the chat ***
<br>",,chatLog,,,
2023-12-06 16:01:48,2023-12-06 16:16:54,0,24.23.244.22,100,906,1,2023-12-06 16:16:55,R_1f6NirH8UNhbfAH,,,,,37.3974,-122.001,anonymous,EN,1,656c29aa6d8a2bdfd346239b,1,0,0,8.898,0,0,0,3.008,0,100,0,0,47.635,0,,,,,,,,1,16,16,12,16,16,12,0,0,31.766,0,1,5,101,344,Region #1,17,3,0,0,14.291,0,0,0,23.409,0,0,0,25.011,0,,,,,,,,,,,,,,,1,4,8,,,,,,,,,,0,0,15.108,0,,,,,To test if people would choose themselves over others for the sake of doing more or less work.,1,,1,,1,,"I thought this study was very interesting. In my own self analysis, I was predictably hoping for the green task to avoid doing as much work and overstimulating my visual brain.",35,2,,7,2,1,1,6392NwKkvp,MoHi_Study1,,95,R_1f6NirH8UNhbfAH,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player3-Overestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Overestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br>Player1-Overestimator: Hello! I had a difficult time counting the dots, they flashed very quickly.
<br>Player2-Underestimator: With different sizes of dots, it made it more difficult.
<br>Player3-Overestimator: Hi, I'm and overestimator. haha
<br>Player4-Underestimator: Guess what so did I
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br> *** Player2-Underestimator has left the chat ***
<br>",,chatLog,,,
2023-12-06 16:01:36,2023-12-06 16:17:11,0,72.183.44.68,100,934,1,2023-12-06 16:17:11,R_2af2da2AhH3rvRS,,,,,33.1909,-96.6198,anonymous,EN,1,5c58fdd6fa9e940001080c18,1,0,0,9.557,0,0,0,3.012,0,60,0,0,208.267,0,2,16,16,9,16,16,9,,,,,,,,0,0,36.072,0,2,4,223,83,Region #1,15,3,0,0,11.854,0,0,0,21.359,0,0,0,25.01,0,,,,,,,,,,,,,,,1,4,7,,,,,,,,,,0,0,15.008,0,,,,,how people make decisions,1,,1,,1,,,32,2,,7,4,1,1,6392NwKkvp,MoHi_Study1,,89,R_2af2da2AhH3rvRS,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player2-Underestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Underestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br>Player4-Underestimator: Hey guys 
<br>Player2-Underestimator: Hey!!
<br>Player4-Underestimator: Who else chose 50 as the number of dots 
<br>Player2-Underestimator: Im always terrible at the estimating things
<br>Player2-Underestimator: i chose 60!
<br> *** Player2-Underestimator has left the chat ***
<br>",,chatLog,,,
2023-12-06 16:00:31,2023-12-06 16:17:20,0,71.183.151.223,100,1008,1,2023-12-06 16:17:21,R_UFlDs9yPuAl1sGt,,,,,41.0566,-73.8128,anonymous,EN,1,63e2edc0b1d33c48c3246626,1,0,0,308.547,0,0,0,3.027,0,100,0,0,0.477,0,2,16,16,12,16,16,12,,,,,,,,0,0,23.244,0,1,4,775,285,Region #2,17,3,0,0,11.223,0,0,0,20.856,0,0,0,25.01,0,,,,,,,,,,,0,0,15.007,0,1,4,8,no,,,,,,,,,,,,,,,,,to see if you avoided the hard selection,2,no one else chatted,2,too random,1,,,57,1,,7,3,1,1,6392NwKkvp,MoHi_Study1,,74,R_UFlDs9yPuAl1sGt,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player2-Underestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player3-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br>Player2-Underestimator: What were your guesses?
<br>Player1-Overestimator: It was typical. I guessed 40.
<br> *** Player3-Overestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player2-Underestimator has left the chat ***
<br>",,chatLog,,,
2023-12-06 16:00:46,2023-12-06 16:17:36,0,75.69.154.246,100,1010,1,2023-12-06 16:17:36,R_9Bn4om7vtwTD7mp,,,,,43.3044,-70.9794,anonymous,EN,1,638a3fd5992f01b81d0e1e93,1,0,0,9.046,0,0,0,3.008,0,150,0,0,0.452,0,,,,,,,,1,17,17,13,14,15,10,0,0,22.879,0,1,4,223,87,Region #1,15,1,0,0,31.996,0,0,0,47.871,0,0,0,25.012,0,1,29.1,29.1,30.357,1,1,1,4,8,The green task seemed more enjoyable to engage with.,,,,,,,,,,,,,,,,,,,,,,,,,"Whether I would choose a task by exercising control, or let the choice be made randomly.",1,,1,,1,,Individual choice is a power not to be taken lightly.,47,1,,7,1,1,1,6392NwKkvp,MoHi_Study1,,76,R_9Bn4om7vtwTD7mp,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player1-Overestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player3-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br>Player3-Overestimator: i just wildly guessed
<br>Player4-Underestimator: Hi, What did you think of the previously question?
<br>Player3-Overestimator: and upped my guess at the last minute
<br>Player1-Overestimator: I thought the circles would be the same size.
<br>Player2-Underestimator: I counted 12 large circles and then guess on the rest
<br>Player3-Overestimator: i tried to do that, count the big ones!
<br>Player4-Underestimator: I just guessed.
<br>Player1-Overestimator: To short of a time period to count
<br>Player3-Overestimator: bye all
<br> *** Player3-Overestimator has left the chat ***
<br> *** Player2-Underestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br> *** Player1-Overestimator has left the chat ***
<br>",,chatLog,,,
2023-12-06 16:05:31,2023-12-06 16:17:54,0,67.242.56.2,100,743,1,2023-12-06 16:17:55,R_1lt8P7GFjagDhz8,,,,,44.0938,-70.2368,anonymous,EN,1,5ac4c721e1099600016a823b,1,0,0,33.711,0,0,0,3.009,0,450,0,0,91.215,0,,,,,,,,1,16,16,10,16,16,10,0,0,23.344,0,1,4,877,52,Region #2,14,3,0,0,8.676,0,0,0,12.761,0,0,0,25.017,0,2,26.207,26.207,26.856,1,,2,6,8,Nope.,,,,,,,,,,,,,,,,,,,,,,,,,I have no idea to be honest.,2,The responses were robotic and fake. I also directly answered another participant and they didn't respond to me.,2,Didn't look that way to me.,1,,Thank you for the study.,44,1,,7,4,1,1,6392NwKkvp,MoHi_Study1,,104,R_1lt8P7GFjagDhz8,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player3-Overestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Underestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br>Player2-Underestimator: I'm an underestimator - I said 55 dots.
<br>Player2-Underestimator: Was I way off?
<br>Player2-Underestimator: Oh wait we saw different images
<br>Player1-Overestimator: Yes i wanted to count them and then they were gone
<br>Player3-Overestimator: Looked like more than 55 to me
<br> *** Player2-Underestimator has left the chat ***
<br>Player4-Underestimator: I was shocked that 120 was an underestimation
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br>",,chatLog,,,
2023-12-06 16:09:04,2023-12-06 16:18:03,0,68.230.235.158,100,538,1,2023-12-06 16:18:03,R_1FD2UCJVjiQZPDh,,,,,30.0039,-90.1229,anonymous,EN,1,6111c4865701e1ba367af3e3,1,0,0,81.165,0,0,0,3.011,0,70,0,0,54.308,0,2,14,14,10,13,13,9,,,,,,,,2.42,5.656,22.357,3,1,4,616,156,Region #2,14,3,0,0,7.153,0,5.076,5.076,10.918,1,0,0,25.113,0,1,0.841,1.61,33.15,2,1,3,2,10,no,,,,,,,,,,,,,,,,,,,,,,,,,whether connecting with other teammates influences our decision making,1,,1,,1,,,17,2,,7,6,1,1,6392NwKkvp,MoHi_Study1,,108,R_1FD2UCJVjiQZPDh,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player4-Underestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br>Player4-Underestimator: hey guys
<br>Player1-Overestimator: Hello
<br>Player2-Underestimator: Hello
<br>Player4-Underestimator: how many did you all guess?
<br>Player3-Overestimator: Hey there!
<br>Player1-Overestimator: I guessed 36
<br>Player2-Underestimator: I guessed 50
<br>Player4-Underestimator: 70
<br>Player3-Overestimator: I went with 200
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br>",,chatLog,,,
2023-12-06 16:09:12,2023-12-06 16:18:10,0,70.57.89.54,100,538,1,2023-12-06 16:18:11,R_dgPKui4Si754MJb,,,,,37.168,-93.3039,anonymous,EN,1,5efaf5d5540ce9953f995009,1,0,0,7.251,0,0,0,3.114,0,150,0,0,98.51,0,2,17,17,11,13,13,9,,,,,,,,0,0,26.818,0,1,4,870,49,Region #2,14,3,0,0,43.572,0,0,0,11.367,0,0,0,25.108,0,,,,,,,,,,,0,0,15.22,0,3,3,10,,,,,,,,,,,,,,,,,,I'm not certain.,2,It was just very fast and seemed unreal.,2,I'm torn on this but again doesn't seem real.,1,,,34,3,,7,1,1,1,6392NwKkvp,MoHi_Study1,,107,R_dgPKui4Si754MJb,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player4-Underestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Underestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br>Player1-Overestimator: hi
<br>Player2-Underestimator: I guess I'm an underestimator
<br>Player1-Overestimator: me too
<br>Player2-Underestimator: How did you all do
<br>",,chatLog,,,
